won,lost,size,elapsed_time,last_move_random,agent
True,False,8,0.0029690000000002215,False,fol
True,False,8,0.0024500000000005073,False,fol
False,True,8,0.0005129999999997636,True,fol
True,False,8,0.0023479999999995727,False,fol
True,False,8,0.0023170000000005686,False,fol
True,False,8,0.0010339999999997573,True,fol
True,False,8,0.002387000000000583,False,fol
True,False,8,0.002513999999999683,False,fol
True,False,8,0.002811000000000341,False,fol
True,False,8,0.002457999999999849,False,fol
True,False,8,0.00247099999999989,False,fol
True,False,8,0.0024160000000001958,False,fol
True,False,8,0.0022050000000000125,False,fol
True,False,8,0.0027020000000002042,False,fol
True,False,8,0.002330999999999861,False,fol
True,False,8,0.0023409999999994824,False,fol
True,False,8,0.0022900000000003473,False,fol
True,False,8,0.0024920000000001608,False,fol
True,False,8,0.0024969999999999715,False,fol
True,False,8,0.002771000000000079,False,fol
True,False,8,0.0019059999999999633,False,fol
True,False,8,0.002634999999999721,False,fol
True,False,8,0.0022980000000005774,False,fol
True,False,8,0.0011120000000000019,True,fol
True,False,8,0.002432000000000656,False,fol
True,False,8,0.002659000000000411,False,fol
True,False,8,0.002355000000000551,False,fol
True,False,8,0.002271000000000356,False,fol
True,False,8,0.0026209999999995404,False,fol
True,False,8,0.0023980000000003443,False,fol
True,False,8,0.0023879999999998347,False,fol
True,False,8,0.002582999999999558,False,fol
True,False,8,0.001987000000000627,False,fol
True,False,8,0.0025360000000000937,False,fol
True,False,8,0.0025380000000003733,False,fol
True,False,8,0.002642999999999951,False,fol
True,False,8,0.0027199999999991675,False,fol
True,False,8,0.0028839999999998867,False,fol
False,True,8,0.0004780000000002005,True,fol
True,False,8,0.0024599999999992406,False,fol
True,False,8,0.0024180000000004753,False,fol
True,False,8,0.002070999999999934,False,fol
True,False,8,0.0022129999999993544,False,fol
True,False,8,0.0024799999999993716,False,fol
True,False,8,0.0009490000000003107,True,fol
True,False,8,0.0024799999999993716,False,fol
False,True,8,0.00016200000000043957,True,fol
True,False,8,0.000980000000000203,True,fol
True,False,8,0.0024479999999993396,False,fol
True,False,8,0.0021329999999997185,False,fol
True,False,8,0.0021839999999997417,False,fol
True,False,8,0.0022039999999998727,False,fol
True,False,8,0.002124000000000237,False,fol
True,False,8,0.002371000000000123,False,fol
True,False,8,0.0024600000000001288,False,fol
True,False,8,0.002769999999999939,False,fol
True,False,8,0.003038000000000096,False,fol
True,False,8,0.0021610000000000795,False,fol
True,False,8,0.002435000000000187,False,fol
True,False,8,0.00291899999999945,False,fol
True,False,8,0.0018820000000001613,False,fol
True,False,8,0.0010040000000000049,True,fol
True,False,8,0.0021729999999999805,False,fol
True,False,8,0.0026780000000004023,False,fol
True,False,8,0.002346999999999433,False,fol
True,False,8,0.002340000000000231,False,fol
True,False,8,0.002199000000000062,False,fol
False,True,8,0.0015459999999993812,True,fol
True,False,8,0.0023770000000000735,False,fol
True,False,8,0.0019900000000001583,False,fol
True,False,8,0.0026640000000002217,False,fol
True,False,8,0.002581999999999418,False,fol
True,False,8,0.0024340000000000472,False,fol
False,True,8,0.0001660000000001105,True,fol
True,False,8,0.002881999999999607,False,fol
True,False,8,0.00231099999999973,False,fol
False,True,8,0.0024779999999999802,True,fol
True,False,8,0.0020139999999999603,False,fol
True,False,8,0.002413999999999916,False,fol
True,False,8,0.0022729999999997474,False,fol
True,False,8,0.0024449999999998084,False,fol
True,False,8,0.001843000000000039,False,fol
True,False,8,0.0023699999999999832,False,fol
True,False,8,0.0022500000000000853,False,fol
True,False,8,0.0023479999999995727,False,fol
False,True,8,0.0003329999999994726,True,fol
True,False,8,0.0023999999999997357,False,fol
True,False,8,0.0021719999999998407,False,fol
True,False,8,0.002360000000000362,False,fol
False,True,8,0.00033400000000050056,True,fol
True,False,8,0.0021940000000002513,False,fol
True,False,8,0.0016540000000002664,False,fol
True,False,8,0.0025040000000000617,False,fol
True,False,8,0.002508000000000621,False,fol
True,False,8,0.0025810000000001665,False,fol
True,False,8,0.0021930000000001115,False,fol
True,False,8,0.0024799999999993716,False,fol
True,False,8,0.0023610000000005016,False,fol
True,False,8,0.002413999999999916,False,fol
True,False,8,0.002247000000000554,False,fol
True,False,8,0.24717500000000037,False,neural
True,False,8,0.23048500000000072,False,neural
True,False,8,0.0009269999999999001,False,neural
True,False,8,0.06313600000000008,False,neural
False,True,8,0.10912899999999937,False,neural
False,True,8,0.050644999999999385,False,neural
True,False,8,0.18228699999999964,False,neural
True,False,8,0.18070400000000042,False,neural
True,False,8,0.16819899999999954,False,neural
True,False,8,0.15296800000000133,False,neural
True,False,8,0.09728899999999996,False,neural
False,True,8,0.07135599999999975,False,neural
False,True,8,0.105163000000001,False,neural
False,True,8,0.05411699999999975,False,neural
False,True,8,2.2999999998774e-05,False,neural
True,False,8,0.19818499999999872,False,neural
True,False,8,0.14147899999999858,False,neural
True,False,8,0.13019200000000097,False,neural
False,True,8,0.03555799999999998,False,neural
True,False,8,0.1557410000000008,False,neural
False,True,8,0.026718000000000686,False,neural
True,False,8,0.1539230000000007,False,neural
True,False,8,0.16167399999999965,False,neural
True,False,8,0.11611800000000017,False,neural
False,True,8,0.07118600000000086,False,neural
True,False,8,0.29686599999999963,False,neural
True,False,8,0.15928399999999954,False,neural
True,False,8,0.10998600000000103,False,neural
True,False,8,0.11300300000000085,False,neural
False,True,8,2.3999999999801958e-05,False,neural
True,False,8,0.0504200000000008,False,neural
True,False,8,0.02605700000000155,False,neural
True,False,8,0.025584000000000273,False,neural
True,False,8,0.08909500000000037,False,neural
True,False,8,0.16210000000000058,False,neural
False,True,8,0.2594750000000001,False,neural
True,False,8,0.10240399999999994,False,neural
True,False,8,0.11383399999999888,False,neural
False,True,8,2.3999999999801958e-05,False,neural
True,False,8,0.19202399999999997,False,neural
False,True,8,0.07940199999999997,False,neural
False,True,8,0.1056910000000002,False,neural
True,False,8,0.20767799999999959,False,neural
True,False,8,0.10820600000000091,False,neural
True,False,8,0.21963100000000146,False,neural
True,False,8,0.43120900000000084,False,neural
True,False,8,0.0008100000000013097,False,neural
True,False,8,0.0634920000000001,False,neural
True,False,8,0.2286999999999999,False,neural
True,False,8,0.0787469999999999,False,neural
True,False,8,0.07580799999999854,False,neural
True,False,8,0.17018199999999872,False,neural
True,False,8,0.21645899999999862,False,neural
True,False,8,0.10782399999999903,False,neural
True,False,8,0.12454800000000077,False,neural
True,False,8,0.10572600000000065,False,neural
True,False,8,0.02675799999999917,False,neural
True,False,8,0.18734899999999932,False,neural
True,False,8,0.20886299999999913,False,neural
True,False,8,0.08008099999999985,False,neural
True,False,8,0.10265599999999964,False,neural
False,True,8,0.13575299999999935,False,neural
True,False,8,0.13537899999999858,False,neural
True,False,8,0.11400399999999955,False,neural
True,False,8,0.22643399999999936,False,neural
True,False,8,0.22041500000000092,False,neural
True,False,8,0.07881500000000052,False,neural
True,False,8,0.32263900000000056,False,neural
True,False,8,0.10755200000000009,False,neural
True,False,8,0.05180200000000035,False,neural
True,False,8,0.11868499999999926,False,neural
True,False,8,0.16482099999999988,False,neural
True,False,8,0.09169699999999992,False,neural
False,True,8,2.6999999999333113e-05,False,neural
True,False,8,0.11675100000000072,False,neural
False,True,8,0.035160999999998666,False,neural
True,False,8,0.054106000000000876,False,neural
True,False,8,0.2326769999999989,False,neural
True,False,8,0.07343399999999889,False,neural
True,False,8,0.1802640000000011,False,neural
True,False,8,0.07712700000000083,False,neural
True,False,8,0.18964599999999976,False,neural
True,False,8,0.17447400000000002,False,neural
True,False,8,0.1837420000000023,False,neural
False,True,8,0.08192400000000077,False,neural
False,True,8,0.03817799999999849,False,neural
True,False,8,0.17833900000000114,False,neural
False,True,8,2.3999999999801958e-05,False,neural
True,False,8,0.08786500000000075,False,neural
True,False,8,0.09750600000000276,False,neural
True,False,8,0.07907499999999956,False,neural
True,False,8,0.2717899999999993,False,neural
True,False,8,0.07718599999999753,False,neural
True,False,8,0.051434000000000424,False,neural
True,False,8,0.05493900000000096,False,neural
True,False,8,0.134643999999998,False,neural
True,False,8,0.13035899999999856,False,neural
True,False,8,0.15804700000000338,False,neural
True,False,8,0.09971200000000024,False,neural
False,True,8,0.03481800000000135,False,neural
True,False,10,0.004028999999999172,False,fol
True,False,10,0.00413199999999847,False,fol
True,False,10,0.004176999999998543,False,fol
True,False,10,0.0038820000000008292,False,fol
True,False,10,0.004263000000001682,False,fol
True,False,10,0.004020000000000579,False,fol
True,False,10,0.004184999999999661,False,fol
True,False,10,0.0035339999999983718,False,fol
True,False,10,0.003986000000001155,False,fol
True,False,10,0.003769999999999385,False,fol
True,False,10,0.003985000000000127,False,fol
True,False,10,0.004049999999999443,False,fol
False,True,10,0.0006990000000008934,True,fol
True,False,10,0.0038599999999995305,False,fol
True,False,10,0.003955999999998738,False,fol
False,True,10,0.00020100000000056184,True,fol
False,True,10,0.003876999999999242,True,fol
False,True,10,0.00019800000000103068,True,fol
True,False,10,0.003899000000000541,False,fol
True,False,10,0.003697000000002504,False,fol
True,False,10,0.0038749999999971863,False,fol
True,False,10,0.003747000000000611,False,fol
True,False,10,0.003917000000001281,False,fol
True,False,10,0.0034989999999979204,False,fol
True,False,10,0.003312999999998567,False,fol
True,False,10,0.003448000000002338,False,fol
True,False,10,0.003825000000002632,False,fol
False,True,10,0.0002059999999985962,True,fol
True,False,10,0.0036039999999992745,False,fol
True,False,10,0.003699000000001007,False,fol
True,False,10,0.0035810000000005004,False,fol
True,False,10,0.005105000000000359,False,fol
True,False,10,0.0038160000000004857,False,fol
True,False,10,0.003842999999999819,False,fol
True,False,10,0.0039639999999998565,False,fol
True,False,10,0.003972000000000975,False,fol
True,False,10,0.00341500000000039,False,fol
True,False,10,0.0038119999999999266,False,fol
True,False,10,0.003446000000000282,False,fol
True,False,10,0.0032779999999981158,False,fol
False,True,10,0.0037820000000010623,True,fol
True,False,10,0.0032479999999992515,False,fol
False,True,10,0.0002020000000015898,True,fol
True,False,10,0.003921999999999315,False,fol
True,False,10,0.0036079999999998336,False,fol
True,False,10,0.0038519999999984122,False,fol
True,False,10,0.002983000000000402,False,fol
True,False,10,0.003747999999998086,False,fol
True,False,10,0.00400499999999937,False,fol
True,False,10,0.0012720000000001619,True,fol
True,False,10,0.004099000000000075,False,fol
True,False,10,0.0033309999999993067,False,fol
True,False,10,0.0038960000000010098,False,fol
True,False,10,0.003975999999997981,False,fol
True,False,10,0.0034770000000001744,False,fol
True,False,10,0.004379000000000133,False,fol
True,False,10,0.0038900000000019475,False,fol
True,False,10,0.003540000000000987,False,fol
True,False,10,0.0034780000000012024,False,fol
True,False,10,0.0036070000000023583,False,fol
False,True,10,0.00038800000000094315,True,fol
False,True,10,0.003596999999999184,True,fol
True,False,10,0.0036249999999995453,False,fol
True,False,10,0.004345000000000709,False,fol
True,False,10,0.0035269999999982815,False,fol
True,False,10,0.004408999999998997,False,fol
True,False,10,0.004265000000000185,False,fol
True,False,10,0.003439000000000192,False,fol
True,False,10,0.003496000000001942,False,fol
True,False,10,0.003667000000000087,False,fol
True,False,10,0.00420700000000096,False,fol
True,False,10,0.003316000000001651,False,fol
True,False,10,0.004201000000001898,False,fol
True,False,10,0.0039650000000008845,False,fol
True,False,10,0.00371900000000025,False,fol
True,False,10,0.0040869999999983975,False,fol
True,False,10,0.003947000000000145,False,fol
False,True,10,0.00020199999999803708,True,fol
False,True,10,0.00039400000000000546,True,fol
True,False,10,0.0034020000000012374,False,fol
True,False,10,0.0032290000000010366,False,fol
True,False,10,0.003363000000000227,False,fol
True,False,10,0.0037079999999996005,False,fol
True,False,10,0.003236000000001127,False,fol
True,False,10,0.00396599999999836,False,fol
True,False,10,0.0039039999999985753,False,fol
True,False,10,0.004061000000000092,False,fol
True,False,10,0.004148000000000707,False,fol
True,False,10,0.00387800000000027,False,fol
True,False,10,0.003294000000000352,False,fol
True,False,10,0.00332000000000221,False,fol
True,False,10,0.003826000000000107,False,fol
True,False,10,0.0032029999999991787,False,fol
True,False,10,0.003860000000003083,False,fol
True,False,10,0.004458999999997104,False,fol
True,False,10,0.003675000000001205,False,fol
True,False,10,0.003600000000002268,False,fol
True,False,10,0.004299999999997084,False,fol
True,False,10,0.004263999999999157,False,fol
True,False,10,0.003793999999999187,False,fol
True,False,10,0.39715799999999746,False,neural
True,False,10,0.12203599999999781,False,neural
False,True,10,0.18165499999999923,False,neural
True,False,10,0.08011699999999777,False,neural
True,False,10,0.19472499999999826,False,neural
False,True,10,0.3319650000000003,False,neural
False,True,10,2.3999999999801958e-05,False,neural
True,False,10,0.02631099999999975,False,neural
True,False,10,0.4858569999999993,False,neural
True,False,10,0.21189999999999998,False,neural
False,True,10,0.16322500000000062,False,neural
False,True,10,0.04037500000000094,False,neural
True,False,10,0.24881300000000195,False,neural
False,True,10,0.04081600000000307,False,neural
False,True,10,0.18197699999999983,False,neural
True,False,10,0.05215600000000009,False,neural
False,True,10,0.027315999999999008,False,neural
True,False,10,0.1987950000000005,False,neural
True,False,10,0.4500990000000016,False,neural
False,True,10,0.1410519999999984,False,neural
False,True,10,2.5000000000829914e-05,False,neural
True,False,10,0.35944800000000043,False,neural
True,False,10,0.18863199999999836,False,neural
True,False,10,0.1780229999999996,False,neural
True,False,10,0.24909999999999854,False,neural
False,True,10,0.18415900000000107,False,neural
True,False,10,0.17819700000000083,False,neural
False,True,10,0.27074500000000157,False,neural
True,False,10,0.15058900000000008,False,neural
False,True,10,2.5000000000829914e-05,False,neural
True,False,10,0.2425290000000011,False,neural
False,True,10,0.08218000000000103,False,neural
True,False,10,0.026309000000001248,False,neural
True,False,10,0.14635200000000026,False,neural
True,False,10,0.14425699999999964,False,neural
False,True,10,0.0433640000000004,False,neural
True,False,10,0.23379600000000167,False,neural
True,False,10,0.22570599999999885,False,neural
True,False,10,0.15661899999999918,False,neural
False,True,10,0.1753309999999999,False,neural
False,True,10,0.02833000000000041,False,neural
True,False,10,0.05295300000000225,False,neural
False,True,10,2.3999999999801958e-05,False,neural
False,True,10,0.1620129999999982,False,neural
False,True,10,2.3999999999801958e-05,False,neural
False,True,10,0.04152400000000256,False,neural
True,False,10,0.4535739999999997,False,neural
True,False,10,0.3925149999999995,False,neural
True,False,10,0.20661900000000344,False,neural
True,False,10,0.3038419999999995,False,neural
False,True,10,0.23000899999999902,False,neural
True,False,10,0.24237500000000267,False,neural
True,False,10,0.36624199999999973,False,neural
False,True,10,0.05734700000000004,False,neural
False,True,10,0.1974260000000001,False,neural
True,False,10,0.1678670000000011,False,neural
True,False,10,0.1147039999999997,False,neural
True,False,10,0.2915559999999999,False,neural
True,False,10,0.24514699999999934,False,neural
True,False,10,0.4087340000000026,False,neural
True,False,10,0.331823,False,neural
True,False,10,0.43658399999999986,False,neural
True,False,10,0.17414400000000185,False,neural
False,True,10,2.5000000000829914e-05,False,neural
False,True,10,0.1827210000000008,False,neural
False,True,10,0.12127400000000321,False,neural
False,True,10,0.08106500000000239,False,neural
True,False,10,0.18669500000000028,False,neural
True,False,10,0.29391899999999893,False,neural
True,False,10,0.10248499999999439,False,neural
True,False,10,0.08168000000000575,False,neural
True,False,10,0.3573200000000014,False,neural
True,False,10,0.10550400000000337,False,neural
False,True,10,0.2677670000000063,False,neural
True,False,10,0.10631399999999758,False,neural
True,False,10,0.027570000000004313,False,neural
False,True,10,2.400000000335467e-05,False,neural
True,False,10,0.33687400000000167,False,neural
False,True,10,0.20933300000000088,False,neural
True,False,10,0.15735300000000052,False,neural
True,False,10,0.17059399999999414,False,neural
False,True,10,0.12776099999999957,False,neural
True,False,10,0.12906799999999663,False,neural
True,False,10,0.504482000000003,False,neural
True,False,10,0.4191860000000034,False,neural
True,False,10,0.39262899999999945,False,neural
True,False,10,0.31093400000000315,False,neural
False,True,10,0.15454499999999882,False,neural
True,False,10,0.5001620000000031,False,neural
True,False,10,1.1187629999999942,False,neural
False,True,10,0.09526799999999724,False,neural
False,True,10,0.18714300000000605,False,neural
True,False,10,0.10195199999999716,False,neural
True,False,10,0.2808120000000045,False,neural
True,False,10,0.22505699999999962,False,neural
False,True,10,0.11477800000000116,False,neural
False,True,10,0.04092099999999732,False,neural
True,False,10,0.3132359999999963,False,neural
False,True,10,0.08716900000000294,False,neural
False,True,10,0.24934100000000115,False,neural
True,False,12,0.004970000000000141,False,fol
True,False,12,0.005109000000004471,False,fol
True,False,12,0.006385999999999115,False,fol
True,False,12,0.0055440000000004375,False,fol
True,False,12,0.0056179999999983465,False,fol
False,True,12,0.00023999999999801958,True,fol
True,False,12,0.005197000000002561,False,fol
True,False,12,0.005444000000004223,False,fol
True,False,12,0.004823999999999273,False,fol
False,True,12,0.00023200000000400678,True,fol
True,False,12,0.005870999999999071,False,fol
True,False,12,0.0052629999999993515,False,fol
False,True,12,0.006039000000001238,True,fol
True,False,12,0.0052700000000029945,False,fol
False,True,12,0.00023900000000054433,True,fol
True,False,12,0.005535999999999319,False,fol
True,False,12,0.00601999999999947,False,fol
True,False,12,0.005899999999996908,False,fol
True,False,12,0.006129000000001383,False,fol
False,True,12,0.006447999999998899,True,fol
True,False,12,0.005706999999993911,False,fol
True,False,12,0.006256000000000483,False,fol
True,False,12,0.00505600000000328,False,fol
True,False,12,0.006090999999997848,False,fol
True,False,12,0.005451000000000761,False,fol
True,False,12,0.005511999999995965,False,fol
False,True,12,0.0007030000000014525,True,fol
True,False,12,0.0046909999999940055,False,fol
True,False,12,0.0029059999999958563,False,fol
True,False,12,0.005645999999998708,False,fol
False,True,12,0.0004650000000054888,True,fol
True,False,12,0.006230000000002178,False,fol
True,False,12,0.0059979999999981715,False,fol
True,False,12,0.005561000000000149,False,fol
False,True,12,0.00023500000000353793,True,fol
True,False,12,0.005456999999999823,False,fol
True,False,12,0.0060450000000003,False,fol
True,False,12,0.0059800000000009845,False,fol
True,False,12,0.005211000000002741,False,fol
True,False,12,0.005720000000003722,False,fol
True,False,12,0.005462999999998885,False,fol
True,False,12,0.006102999999995973,False,fol
False,True,12,0.006128000000003908,True,fol
True,False,12,0.005457999999997298,False,fol
True,False,12,0.005843999999996186,False,fol
True,False,12,0.0054220000000029245,False,fol
False,True,12,0.004919000000001006,True,fol
True,False,12,0.005218999999996754,False,fol
True,False,12,0.005597999999999104,False,fol
True,False,12,0.004982000000005371,False,fol
False,True,12,0.0005430000000004043,True,fol
True,False,12,0.005590999999995461,False,fol
True,False,12,0.005465999999998417,False,fol
True,False,12,0.005698000000002423,False,fol
False,True,12,0.00023900000000054433,True,fol
True,False,12,0.005759999999995102,False,fol
True,False,12,0.005038999999996463,False,fol
True,False,12,0.005733999999996797,False,fol
True,False,12,0.005254000000000758,False,fol
True,False,12,0.005068000000001405,False,fol
True,False,12,0.005416000000003862,False,fol
True,False,12,0.005417999999998813,False,fol
True,False,12,0.005647000000003288,False,fol
True,False,12,0.00571599999999961,False,fol
True,False,12,0.005463999999996361,False,fol
True,False,12,0.00543700000000058,False,fol
False,True,12,0.0006999999999948159,True,fol
True,False,12,0.005311999999996431,False,fol
True,False,12,0.005643999999996652,False,fol
True,False,12,0.005745000000004552,False,fol
True,False,12,0.0055720000000007985,False,fol
False,True,12,0.0004849999999976262,True,fol
True,False,12,0.005901999999998964,False,fol
True,False,12,0.006456000000000017,False,fol
True,False,12,0.00576600000000127,False,fol
True,False,12,0.005190999999996393,False,fol
True,False,12,0.005405000000003213,False,fol
True,False,12,0.006104000000000553,False,fol
True,False,12,0.005591999999992936,False,fol
True,False,12,0.006479000000005897,False,fol
True,False,12,0.005175000000001262,False,fol
True,False,12,0.005499000000000365,False,fol
True,False,12,0.00581799999999788,False,fol
True,False,12,0.0055139999999980205,False,fol
True,False,12,0.005999000000002752,False,fol
True,False,12,0.005451999999998236,False,fol
True,False,12,0.006244000000002359,False,fol
True,False,12,0.005530000000000257,False,fol
True,False,12,0.005710000000000548,False,fol
True,False,12,0.005763999999999214,False,fol
True,False,12,0.0056709999999995375,False,fol
True,False,12,0.004894999999997651,False,fol
True,False,12,0.00552699999999362,False,fol
True,False,12,0.004685000000002049,False,fol
True,False,12,0.004917999999996425,False,fol
True,False,12,0.00577899999999687,False,fol
True,False,12,0.006153999999995108,False,fol
True,False,12,0.005162999999996032,False,fol
True,False,12,0.005312000000003536,False,fol
True,False,12,0.005010000000005732,False,fol
True,False,12,0.3574469999999934,False,neural
False,True,12,0.1855200000000039,False,neural
False,True,12,2.5000000000829914e-05,False,neural
False,True,12,0.1562369999999973,False,neural
True,False,12,0.3508850000000052,False,neural
True,False,12,0.38029900000000083,False,neural
True,False,12,0.2959080000000043,False,neural
False,True,12,0.33091699999999946,False,neural
False,True,12,0.10940899999999942,False,neural
True,False,12,0.13373800000000102,False,neural
False,True,12,0.35067399999999793,False,neural
True,False,12,0.44518899999999917,False,neural
True,False,12,0.6716610000000003,False,neural
True,False,12,0.2449009999999987,False,neural
True,False,12,0.2172780000000003,False,neural
True,False,12,0.1839079999999953,False,neural
True,False,12,0.401215999999998,False,neural
False,True,12,0.3399039999999971,False,neural
True,False,12,0.22642600000000357,False,neural
False,True,12,0.40997200000000333,False,neural
True,False,12,0.7869870000000034,False,neural
False,True,12,0.22583499999999646,False,neural
True,False,12,0.4117689999999996,False,neural
False,True,12,2.400000000335467e-05,False,neural
False,True,12,1.1999999998124622e-05,False,neural
True,False,12,0.8144800000000032,False,neural
True,False,12,0.10514100000000326,False,neural
False,True,12,0.08696600000000387,False,neural
True,False,12,0.35097100000000125,False,neural
False,True,12,0.6772360000000006,False,neural
False,True,12,0.2670089999999945,False,neural
False,True,12,0.2421330000000026,False,neural
True,False,12,0.40041300000000035,False,neural
True,False,12,0.22728000000000037,False,neural
True,False,12,0.27256500000000017,False,neural
False,True,12,0.14775000000000205,False,neural
True,False,12,0.394165000000001,False,neural
False,True,12,0.0877879999999962,False,neural
True,False,12,0.35436200000000184,False,neural
False,True,12,2.5000000000829914e-05,False,neural
True,False,12,0.5019139999999993,False,neural
True,False,12,0.4601240000000004,False,neural
True,False,12,0.2785909999999987,False,neural
False,True,12,0.5182589999999934,False,neural
True,False,12,0.19442800000000204,False,neural
False,True,12,0.3454899999999981,False,neural
True,False,12,0.05695199999999545,False,neural
False,True,12,0.6348790000000051,False,neural
True,False,12,0.29086400000000623,False,neural
False,True,12,0.05956099999999509,False,neural
True,False,12,0.16183600000000098,False,neural
True,False,12,0.10735800000000495,False,neural
True,False,12,0.4658500000000032,False,neural
True,False,12,0.5121740000000017,False,neural
True,False,12,0.32085099999999755,False,neural
True,False,12,0.4510390000000015,False,neural
True,False,12,0.32935799999999915,False,neural
True,False,12,0.21761300000000006,False,neural
True,False,12,0.3067800000000034,False,neural
False,True,12,0.0922960000000046,False,neural
False,True,12,0.42609099999999955,False,neural
True,False,12,0.42024399999999673,False,neural
False,True,12,0.07065700000000419,False,neural
True,False,12,0.314856000000006,False,neural
False,True,12,0.08981800000000106,False,neural
True,False,12,0.22664199999999823,False,neural
False,True,12,2.5000000000829914e-05,False,neural
False,True,12,1.4000000000180535e-05,False,neural
False,True,12,0.2646519999999981,False,neural
True,False,12,0.4166129999999981,False,neural
False,True,12,0.2720910000000032,False,neural
True,False,12,0.3676530000000042,False,neural
True,False,12,0.18830000000000524,False,neural
True,False,12,0.31404899999999714,False,neural
True,False,12,0.4779940000000025,False,neural
True,False,12,0.3204029999999989,False,neural
True,False,12,0.4363959999999949,False,neural
False,True,12,2.5000000000829914e-05,False,neural
True,False,12,0.6105710000000002,False,neural
True,False,12,0.13521200000000277,False,neural
False,True,12,0.29377600000000115,False,neural
False,True,12,0.059114000000001,False,neural
True,False,12,0.29833,False,neural
False,True,12,2.5000000000829914e-05,False,neural
True,False,12,0.19267899999999116,False,neural
False,True,12,0.13797800000000393,False,neural
True,False,12,0.37061299999999164,False,neural
False,True,12,0.09234699999998952,False,neural
False,True,12,0.3548710000000028,False,neural
True,False,12,0.38239199999999585,False,neural
False,True,12,0.046300999999999704,False,neural
True,False,12,0.2330440000000067,False,neural
False,True,12,0.4019339999999971,False,neural
True,False,12,0.10618600000000811,False,neural
True,False,12,0.47053499999999815,False,neural
True,False,12,0.22948699999999178,False,neural
False,True,12,0.2999850000000066,False,neural
True,False,12,0.526512000000011,False,neural
False,True,12,0.2712879999999984,False,neural
